id,idLicitacion,ordenCompra,estado,rutCliente,referencia,fecha,plazo,usuario
7278,2471-157-COT23,,Pendiente,69.140.900-7,I MUNICIPALIDAD DE CHILLAN,2024-01-02T00:00:00.000Z,10 DÃAS,Lesbimar
7279,2258-1812-COT23,,Pendiente,61.606.201-8,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L,2024-01-02T00:00:00.000Z,7 DÃAS,Lesbimar
7280,3510-1970-COT23,,Pendiente,69.220.601-0,3510-1970-COT23,2024-01-02T00:00:00.000Z,5 dias,Cinthia 
7281,3510-1970-COT23_1,,Pendiente,69.220.601-0,3510-1970-COT23_1,2024-01-02T00:00:00.000Z,5 DIAS,Cinthia 
7282,769-969-COT23,,Pendiente,61.606.200-K,769-969-COT23,2024-01-02T00:00:00.000Z,7 DIAS,Cinthia 
7284,2258-1814-COT23,,Pendiente,61.606.201-8,2258-1814-COT23,2024-01-02T00:00:00.000Z,5 DIAS,Cinthia 
7285,630424-38-LE23,,Pendiente,69.201.100-7,CONTRATO DE SUMINISTRO MAT. LIBRERIA Y OTROS 2024	,2024-01-04T00:00:00.000Z,10 DIAS CORRIDOS,Anny
7286,5040-633-COT23,,Pendiente,69.141.400-0,Material didÃ¡ctico y/o educativo para usuarios programa VÃ­nculos versiÃ³n 16 AcompaÃ±amiento,2024-01-03T00:00:00.000Z,5 DIAS HABILES,Anny
7287,4451-216-L123,,No Adjudicada,69.110.500-8,I MUNICIPALIDAD DE SAN CLEMENTE,2024-01-03T00:00:00.000Z,10 DÃAS HÃBILES,Lesbimar
7288,1641-6-COT24,,Pendiente,61.608.204-3,DGC - PROGRAMA CHILE CRECE CONTIGO - TABLA VESTIBULAR,2023-01-03T00:00:00.000Z,10 DIAS HABILES,Anny
7289,4034-3-COT24,,Pendiente,69.160.501-9,Ilustre Municipalidad de CaÃ±ete - EducaciÃ³n,2024-01-03T00:00:00.000Z,5 DÃAS,Lesbimar
7290,1704-3-COT24,,Pendiente,61.606.608-0,1704-3-COT24,2024-01-03T00:00:00.000Z,7 dias,Cinthia 
7291,3623-1-COT24,,Pendiente,69.200.500-7,3623-1-COT24,2024-01-03T00:00:00.000Z,7 DIAS,Cinthia 
7292,2626-1-COT24,,Pendiente,69.050.700-5,,2024-01-03T00:00:00.000Z,,Cinthia 
7293,2626-3-COT24,,No Adjudicada,69.050.700-5,2626-3-COT24,2024-01-03T00:00:00.000Z,5 dias,Cinthia 
7294,757-1195-COT23,,Pendiente,61.601.000-K,757-1195-COT23,2024-01-03T00:00:00.000Z,5 DIAS,Cinthia 
7295,554734-42-L123,,Pendiente,69.080.900-1,554734-42-L123,2024-01-03T00:00:00.000Z,10 DIAS POR CONFECCIÃ“N DE COLCHONETAS,Cinthia 
7296,3695-5-COT24,,Pendiente,69.100.300-0,I MUNICIPALIDAD DE TENO,2024-01-03T00:00:00.000Z,10 DÃAS,Lesbimar
7297,4205-57-LE23,,Pendiente,69.073.900-3,4205-57-LE23,2024-01-03T00:00:00.000Z,12 DIAS,Cinthia 
7298,1709-3-COT24,,Pendiente,69.120.400-6,"COMPRA DE EQUIPAMIENTO, MATERIAL DIDACTICO O DE ESTIMULACION, ORIENTACION A LA INTERACCION Y PARTICIPACION DE LAS NIÃ‘AS Y NIÃ‘OS CON DISCAPACIDAD O REZAGO DEL DESARROLLO PSICOMOTOR EN PROCESOS DE INC",2024-01-04T00:00:00.000Z,5 A 7 DIAS HABILES,Anny
7299,3695-3-COT24,,Pendiente,69.100.300-0,I MUNICIPALIDAD DE TENO,2024-01-03T00:00:00.000Z,10 DÃAS,Lesbimar
7301,3695-2-COT24,,Pendiente,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA MANUEL RODRÃGUEZ E., FONDOS LEY SEP E INTEGRACIÃ“N.",2024-01-03T00:00:00.000Z,10 DIAS HABILES,Anny
7302,4364-2-COT24,,No Adjudicada,69.141.401-9,"ADQUISICIÃ“N DE ARTÃCULOS DE MOTRICIDAD, ESC. EL CASINO",2023-01-05T00:00:00.000Z,10 DIAS HABILES (PRODUCTOS SE FABRICAN A PEDIDO),Anny
7303,782278-10-COT24,,Pendiente,69.110.600-4,I MUNICIPALIDAD DE PELARCO,2024-01-04T00:00:00.000Z,5 DÃAS,Lesbimar
7304,557639-5-COT24,,Pendiente,71.014.200-9,557639-5-COT24,2024-01-04T00:00:00.000Z,7 dias,Cinthia 
7305,557639-6-COT24,,Pendiente,71.014.200-9,557639-6-COT24,2024-01-04T00:00:00.000Z,7 DIAS,Cinthia 
7308,2381-1-L124,,Pendiente,69.030.200-4,I MUNICIPALIDAD DE COPIAPO,2024-01-04T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7310,3695-7-COT24,,Pendiente,,,2024-01-04T00:00:00.000Z,,Cinthia 
7311,4034-7-COT24,,Pendiente,69.160.501-9,MATERIAL DIDÃCTICO PARA ESCUELA G-809,2024-01-05T00:00:00.000Z,7 A 10 DIAS HABILES,Anny
7312,4704-8-COT24,,Pendiente,69.073.000-6,I MUNICIPALIDAD DE EL MONTE,2024-01-05T00:00:00.000Z,7 DÃAS ,Lesbimar
7313,4525-1-COT24,,Pendiente,69.264.400-K,MUNICIPALIDAD DE HUALPEN,2024-01-05T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7314,2407-3-COT24,,Pendiente,69.071.200-8,AdquisiciÃ³n Pouff para sala de espera programa OPD - SP 742,2024-01-05T00:00:00.000Z,7 A 10 DIAS HABILES,Anny
7315,188-9-COT24,,No Adjudicada,70.933.700-9,188-9-COT24,2024-01-05T00:00:00.000Z,5 dias,Cinthia 
7316,3888-6-COT24,,Pendiente,69.251.800-4, 3888-6-COT24,2024-01-05T00:00:00.000Z,4 DIAS,Cinthia 
7317,3568-5-COT24,,Pendiente,69.201.200-3,3568-5-COT24,2024-01-05T00:00:00.000Z,5 DIAS,Cinthia 
7318,1057494-1-COT24,,Pendiente,61.608.102-0,1057494-1-COT24,2024-01-05T00:00:00.000Z,5 dias,Cinthia 
7324,2464-23-COT24,,Pendiente,69.060.100-1,I MUNICIPALIDAD DE QUILLOTA,2024-01-08T00:00:00.000Z,10 DÃAS ,Lesbimar
7322,5067-89-COT24,,Pendiente,60.911.000-7,5067-89-COT24,2024-01-05T00:00:00.000Z,4 DIAS,Cinthia 
7323,1437-18-COT24,,Pendiente,60.911.000-7,1437-18-COT24,2024-01-05T00:00:00.000Z,5 DIAS,Cinthia 
7325,3088-7-COT24,,Pendiente,69.050.800-1,Compra de camas apilables JUNJI y ropa de cama (JardÃ­n Enanitos del Bosque),2024-01-08T00:00:00.000Z,10 DIAS HABILES,Anny
7326,4034-11-COT24,,Pendiente,69.160.501-9,MATERIAL DIDÃCTICO PARA ESCUELA E-830,2024-01-08T00:00:00.000Z,7 DIAS HABILES,Anny
7327,3088-9-COT24,,Pendiente,69.050.800-1,I MUNICIPALIDAD DE PANQUEHUE,2024-01-08T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7328,4291-17-COT24,,Pendiente,70.791.800-4,4291-17-COT24,2024-01-08T00:00:00.000Z,3 a 5 dias,Cinthia 
7329,872535-1-L124,,No Adjudicada,69.100.300-0,MATERIAL DIDÃCTICO Y O EDUCATIVO PARA OLN	,2024-01-08T00:00:00.000Z,5 DIAS HABILES,Anny
7330,4034-10-COT24,,Pendiente,69.160.501-9,Ilustre Municipalidad de CaÃ±ete - EducaciÃ³n,2024-01-08T00:00:00.000Z,7 DÃAS,Lesbimar
7331,2733-13-COT24,,Pendiente,69.071.700-K,"SC 4620 / MUEBLE ORGANIZADOR DE UTILES, SOLICITADO POR ESCUELA REPUBLICA CHECA.",2024-01-09T00:00:00.000Z,DESPACHO PRIMERA SEMANA MARZO 2024,Anny
7332,1973-20-COT24,,Pendiente,61.953.200-7,1973-20-COT24,2024-01-08T00:00:00.000Z,3 A 5 DIAS,Cinthia 
7333,619133-11-COT24,,Pendiente,61.602.038-2,SERVICIO SALUD SAN FELIPE LOS ANDES HOSP,2024-01-08T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7334,3695-12-COT24,,Pendiente,69.100.300-0,3695-12-COT2,2024-01-08T00:00:00.000Z,15 dias,Cinthia 
7335,3500-2-COT24,,Pendiente,69.081.700-4,I MUNICIPALIDAD DE QUINTA DE TILCOCO,2024-01-09T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7364,2409-5-L124,,Pendiente,69.170.101-8,I MUNICIPALIDAD DE LOS ANGELES,2024-01-11T00:00:00.000Z,5 DÃAS,Lesbimar
7336,2409-2-COT24,,Pendiente,69.170.101-8,ADQUISICION DE MATERIAL DIDACTICO PIE PARA ALUMNOS ESCUELA F-883 21 DE MAYO.,2024-01-09T00:00:00.000Z,8 DIAS HABILES,Anny
7337,3926-5-COT24,,Pendiente,69.251.800-4,3926-5-COT24,2024-01-09T00:00:00.000Z,4 DIAS,Cinthia 
7338,1233829-4-COT24,,Pendiente,73.070.100-4,1233829-4-COT24,2024-01-09T00:00:00.000Z,30 DIAS,Cinthia 
7339,1216077-2-COT24,,Pendiente,65.057.429-K,1216077-2-COT24,2024-01-09T00:00:00.000Z,3 A 5 DIAS,Cinthia 
7341,3088-17-LE23,,Pendiente,69.050.800-1,I MUNICIPALIDAD DE PANQUEHUE,2024-01-09T00:00:00.000Z,3 DÃAS ,Lesbimar
7342,2109-18-COT24,,Pendiente,61.608.203-5,2109-18-COT24,2024-01-09T00:00:00.000Z,5 DIAS,Cinthia 
7343,5413-625-COT23,,Pendiente,70.772.100-6,UNIVERSIDAD DE LOS LAGOS,2024-01-09T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7344,3946-2-COT24,,Pendiente,69.081.100-6,3946-2-COT24,2024-01-09T00:00:00.000Z,5 DIAS,Cinthia 
7345,3946-1-COT24,,Pendiente,69.081.100-6,3946-1-COT24,2024-01-09T00:00:00.000Z,5 A 7 DIAS,Cinthia 
7346,5124-7-COT24,,Pendiente,69.091.100-0,5124-7-COT24,2024-01-09T00:00:00.000Z,5 dias,Cinthia 
7347,3299-15-COT24,,Pendiente,69.100.500-3,ADQUISICIÃ“N DE PASTO SINTÃ‰TICO PARA JUEGOS DE NIÃ‘OS DE PRE BÃSICA DE ESCUELA LOS COPIHUES,2024-01-10T00:00:00.000Z,5 DIAS HABILES,Anny
7348,932-1-COT24,,Pendiente,61.107.000-4,,2024-01-11T00:00:00.000Z,,Anny
7349,3500-8-COT24,,Pendiente,69.081.700-4,MATERIALES DIDACTICOS PARA COLEGIO,2024-01-10T00:00:00.000Z,7 DIAS HABILES,Anny
7350,4034-15-COT24,,Pendiente,69.160.501-9,Ilustre Municipalidad de CaÃ±ete - EducaciÃ³n,2024-01-10T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7351,4343-13-COT24,,Pendiente,61.606.912-8,COLCHONETAS. DESPACHO DE CARGO PROVEEDOR. HOSPITAL SAN JAVIER. RIQUELME 1131.,2024-01-10T00:00:00.000Z,10 DIAS HABILES,Anny
7352,1549-193-COT24,,Pendiente,61.608.002-4,107-0005  COLCHONETA 1.90*60*10,2024-01-10T00:00:00.000Z,7 DIAS HABILES,Anny
7353,1070620-85-COT24,,Pendiente,62.000.530-4,,2024-01-10T00:00:00.000Z,,Lesbimar
7354,5178-93-COT24,,Pendiente,60.910.000-1,UNIVERSIDAD DE CHILE,2024-01-10T00:00:00.000Z,5 DÃAS,Lesbimar
7355,2790-3-COT24,,Pendiente,69.072.600-9,I MUNICIPALIDAD DE PAINE,2024-01-10T00:00:00.000Z,3 DÃAS,Lesbimar
7356,1754-16-COT24,,No Adjudicada,69.130.700-K,I MUNICIPALIDAD DE PARRAL,2024-01-10T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7357,2724-5-COT24,,Pendiente,69.140.500-1,"Material educativo (Juegos), para el Programa Red Local de Apoyos y Cuidados",2024-01-10T00:00:00.000Z,7 DIAS HABILES,Anny
7358,3784-10-COT24,,Pendiente,69.150.200-7,I MUNICIPALIDAD DE COELEMU,2024-01-10T00:00:00.000Z,5 DÃAS,Lesbimar
7360,3159-7-COT24,,Pendiente,61.102.038-4,PERCHERAS PARA SALAS JARDIN INFANTIL PEQUEÃ‘OS HEROES,2024-01-11T00:00:00.000Z,12 DIAS HABILES,Anny
7361,1719-30-COT24,,Pendiente,69.110.200-9,MUDADOR,2024-01-11T00:00:00.000Z,10 DIAS HABILES (SE FABRICA A PEDIDO POR LAS MEDIDAS SOLICITADAS),Anny
7362,744835-8-COT24,,Pendiente,69.255.100-1,LAMINAS MATERIAL EDUCATIVO VARIOS,2024-01-11T00:00:00.000Z,3 DIAS HABILES,Anny
7363,1057554-98-COT24,,Pendiente,61.602.054-4,"(ETL)COLCHONETA PARA CAMILLA DE TRANSPORTE;PNH 12210; UCG PABELLONES Y ANESTESIA",2024-01-11T00:00:00.000Z,7 DIAS HABILES,Anny
7373,2409-48-COT24,,No Adjudicada,69.170.101-8,ADQUISICION DE MATERIAL DIDACTICO Y ENSEÃ‘ANZA PARA ALUMNOS PIE ESCUELA F-887 ISLA DEL LAJA.,2024-01-15T00:00:00.000Z,35 DIAS HABILES (PISCINA ESTA DISPONIBLE A PARTIR DEL 23-02-2024),Anny
7366,2733-23-COT24-,,Pendiente,69.071.700-K,SC 4611 / ADQUISICION DE MATERIAL DIDACTICO SOLICITADO POR ESCUELA REPUBLICA CHECA.,2024-01-12T00:00:00.000Z,DESPACHO PRIMERA SEMANA DE MARZO 2024,Anny
7367,4061-8-COT24,,Pendiente,69.200.400-0,"MATERIAL DIDACTICO, ESCUELA ALFONSO OSSES PEREZ",2024-01-12T00:00:00.000Z,7 DIAS HABILES,Anny
7368,2833-11-COT24,,Pendiente,61.930.600-7,I MUNICIPALIDAD DE QUILLOTA,2024-01-12T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7369,4475-10-COT24,,Pendiente,69.100.200-4,Material didÃ¡ctico Escuela Tres Esquinas,2024-01-12T00:00:00.000Z,7 DIAS HABILES,Anny
7370,3554-2-COT24,,Pendiente,69.020.100-3,I MUNICIPALIDAD DE TOCOPILLA,2024-01-12T00:00:00.000Z,10 DÃAS HÃBILES,Lesbimar
7371,3554-3-COT24,,Pendiente,69.020.100-3,I MUNICIPALIDAD DE TOCOPILLA,2024-01-12T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7372,2833-22-COT24,,Pendiente,61.930.600-7,MATERIAL DIDACTICO C. CUMBRES DE BOCO,2024-01-16T00:00:00.000Z,25 DIAS,Anny
7375,930-2-LE24,,Pendiente,61.107.000-4,INSTITUTO NACIONAL DE DEPORTES DE CHILE,2024-01-15T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7376,0000011111,,Pendiente,,,2023-01-15T00:00:00.000Z,,diego
7377,4034-37-COT24,,Pendiente,69.160.501-9,"SE REQUIERE MATERIAL DIDACTICO LICEO F-832, ORD. NÂ° 228, FONDOS PIE",2024-01-16T00:00:00.000Z,7 DIAS HABILES,Anny
7378,2833-43-COT24,,Pendiente,61.930.600-7,I MUNICIPALIDAD DE QUILLOTA,2024-01-16T00:00:00.000Z,7 DÃAS HÃBILES,Lesbimar
7381,1709-26-COT24,,Pendiente,69.120.400-6,MATERIAL DIDACTICO PARA NIÃ‘OS Y NIÃ‘AS CON DISCAPACIDAD O REZAGO DEL DESARROLLO PSICOMOTOR EN PROCESOS DE INCLUSIÃ“N EDUCATIVA - CENTRO DE REHABILITACIÃ“N INTEGRAL - PROG. ATENCION TEMPRANA,2024-01-17T00:00:00.000Z,7 A 10 DIAS HABILES,Anny
7382,2566-4-COT24,,Pendiente,69.090.700-3,,2024-01-17T00:00:00.000Z,,Lesbimar
7384,3479-92-COT24,,Pendiente,69.220.600-2,Columpio Sensorial Of. Discapacidad,2024-01-18T00:00:00.000Z,5 A 7 DIAS HABILES,Anny
7387,3826-23-COT24,,Pendiente,69.261.400-3,I MUNICIPALIDAD DE PADRE HURTADO,2024-01-18T00:00:00.000Z,5 DÃAS HPABILES,Lesbimar
7386,4034-48-COT24,,Pendiente,69.160.501-9,Ilustre Municipalidad de CaÃ±ete - EducaciÃ³n,2024-01-18T00:00:00.000Z,5 DÃAS HÃBILES,Lesbimar
7388,2833-70-COT24,,Pendiente,61.930.600-7,MATERIAL DIDACTICO Y MOTRIZ C.E.I. LOS PALTOS,2024-01-22T00:00:00.000Z,15 DIAS,Anny
7389,3864-36-COT24,,Pendiente,69.090.600-7,I MUNICIPALIDAD DE SANTA CRUZ,2024-01-22T00:00:00.000Z,10 DÃAS,Lesbimar
7598,3928-13-COT24,,Pendiente,69.091.201-5,3928-13-COT24,2024-02-15T00:00:00.000Z,5 DIAS,Cinthia 
7390,3664-7-COT24,,Pendiente,69.081.300-9,ADQUISICIÃ“N DE MATERIAL DIDACTICO SE ADJUNTA DETALLE,2024-01-23T00:00:00.000Z,7 DIAS HABILES,Anny
7391,2361-15-COT24,,Pendiente,69.150.800-5,"MATERIAL DIDÃCTICO PARA CONTENCIÃ“N EMOCIONAL, ESC. CERRO CORNOU DE TALCAHUANO",2024-01-23T00:00:00.000Z,PRIMEROS DIAS DE MARZO,Anny
7393,2403-4-L124,,Pendiente,69.254.000-K,I MUNICIPALIDAD DE PENALOLEN,2024-01-23T00:00:00.000Z,15 DÃAS,Lesbimar
7395,4114-7-COT24,,Pendiente,69.181.000-3,ADQUISICION DE MATERIALES PARA SALA MULTISENSORIAL ESCUELA LUIS CRUZ MARTINEZ,2024-01-25T00:00:00.000Z,10 DIAS HABILES,Anny
7396,2361-22-COT24,,No Adjudicada,69.150.800-5,EQUIPAMIENTO PARA LA SALA CUNA DIEGO PORTALES DE LA COMUNA DE TALCAHUANO,2024-01-24T00:00:00.000Z,LOS PRIMEROS DIAS DE MARZO,Anny
7397,4239-6-COT24,,Pendiente,69.160.201-K,MATERIAL DIDACTICO,2024-01-24T00:00:00.000Z,5 DIAS HABILES,Anny
7398,3510-45-COT24,,Pendiente,69.220.601-0,Departamento de EducaciÃ³n,2024-01-24T00:00:00.000Z,5 A 7 DÃAS HÃBILES,Lesbimar
7399,439-25-COT24,,Pendiente,69.110.200-9,adq. de Carro psicomotor para sala cuna semillitas de Amor,2024-01-26T00:00:00.000Z,7 DIAS HABILES,Anny
7400,3695-40-COT24,,No Adjudicada,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA SAN CRISTÃ“BAL, FONDOS LEY SEP.",2024-01-26T00:00:00.000Z,7 DIAS HABILES,Anny
7401,2196-34-COT24,,Pendiente,61.608.106-3,adquisicion de 10 colchonetas de 2.00 x 1.00 x 15 cm,2024-01-25T00:00:00.000Z,7 DIAS HABILES,Anny
7404,1223542-40-COT24,,Pendiente,65.104.928-8,1223542-40-COT24,2024-01-26T00:00:00.000Z,5 a 7 dias,Cinthia 
7405,1223542-41-COT24,,Pendiente,65.104.928-8,1223542-41-COT24,2024-01-26T00:00:00.000Z,5 dias,Cinthia 
7406,3876-14-COT24,,No Adjudicada,69.100.400-7,compra de material didactico,2024-01-26T00:00:00.000Z,10 DIAS HABILES,Anny
7407,2380-125-COT24,,Pendiente,69.030.200-4,COLCHONETAS OS 128435 DECU,2024-01-26T00:00:00.000Z,10 DIAS HABILES,Anny
7408,3497-30-COT24,,Pendiente,69.140.400-5,3497-30-COT24,2024-01-28T00:00:00.000Z,3 A 5 DIAS,Cinthia 
7409,3000-153-COT24,,Pendiente,69.040.800-7,3000-153-COT24 ,2024-01-28T00:00:00.000Z,4 DIAS,Cinthia 
7410,1161266-129-COT24,,Pendiente,69.141.800-6,1161266-129-COT24 ,2024-01-28T00:00:00.000Z,3 A 5 DIAS,Cinthia 
7411,2766-51-COT24,,Pendiente,69.072.000-0,Adq. juegos terapÃ©uticos 5-34,2024-01-29T00:00:00.000Z,5 DIAS HABILES,Anny
7412,2763-69-COT24,,Pendiente,69.151.201-0,ESC. REPÃšBLICA DE FRANCIA - MATERIALES DIDÃCTICOS,2024-01-29T00:00:00.000Z,01-03-2024,Anny
7413,3604-15-COT24,,Pendiente,69.170.501-3,MATERIAL DIDACTICO ESCUELA AURORA DE ENERO,2024-01-29T00:00:00.000Z,15 DIAS HABILES,Anny
7414,4057-32-COT24,,Pendiente,69.181.100-K,ADQ. MATERIAL DIDACTICO (SALA CUNA) JARDIN VALLE NEVADO JUNJI,2024-01-29T00:00:00.000Z,15 DIAS HABILES,Anny
7415,2905-37-COT24,,Pendiente,69.200.300-4,2905-37-COT24,2024-01-29T00:00:00.000Z,3 A 5 DIAS,Cinthia 
7416,2306-31-COT24,,Pendiente,69.210.100-6,2306-31-COT24,2024-01-29T00:00:00.000Z,10 dias,Cinthia 
8141,1557-37-COT24,,Pendiente,61.606.309-K,1557-37-COT24,2024-04-10T00:00:00.000Z,5 A 7 DIAS,Cinthia 
7417,3497-37-COT24,,Pendiente,69.140.400-5,ADQUISICIÃ“N DE MATERIAL DIDÃCTICO PROGRAMA VÃNCULOS,2024-01-29T00:00:00.000Z,7 DIAS HABILES,Anny
7418,3695-44-COT24,,Pendiente,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA SAN CRISTÃ“BAL, FONDOS LEY SEP.",2024-01-29T00:00:00.000Z,7 DIAS HABILES,Anny
7419,3695-43-COT24,,Pendiente,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA ALBORADA VENTANA DEL BAJO, FONDOS LEY SEP.",2024-01-29T00:00:00.000Z,12 DIAS HABILES,Anny
7420,2377-40-L124,,No Adjudicada,69.070.700-4,MOBILIARIO INFANTIL PEDIDO NÂ° 748651	,2024-01-29T00:00:00.000Z,5 DIAS HABILES,Anny
7421,2583-8-L124,,Pendiente,69.070.900-7,LINEA 1,2023-01-29T00:00:00.000Z,10 DIAS HABILES,Anny
7422,3661-2-LE24,,Pendiente,69.051.400-1, 3661-2-LE24,2024-01-29T00:00:00.000Z,5  A 7 dias,Cinthia 
7423,2583-8-L124-2,,Pendiente,69.070.900-7,LINEA 4,2024-01-29T00:00:00.000Z,10 DIAS HABILES,Anny
7424,3482-2-L124,,Pendiente,61.962.200-6,3482-2-L124,2024-01-29T00:00:00.000Z,7 DIAS,Cinthia 
7425,2292-9-L124,,Pendiente,69.110.400-1,2292-9-L124,2024-01-29T00:00:00.000Z,10 DIAS,Cinthia 
7426,4475-9-L124,,Pendiente,69.100.200-4, 4475-9-L124,2024-01-29T00:00:00.000Z,10 DIAS,Cinthia 
7427,439-29-COT24,,Pendiente,69.110.200-9,ADQ. MATERIAL DIDACTICO PARA ESCUELA LA HIGUERILLA,2024-01-29T00:00:00.000Z,5 DIAS HABILES,Anny
7428,757-66-COT24,,Pendiente,61.601.000-K,GABMIN. Una mesa infantil con dos sillas. - Par de set de juegos didÃ¡cticos. - LÃ¡pices de colores de cera. - Un canasto para poder dejar los juegos,2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7429,3021-23-COT24,,Pendiente,69.151.301-7,E-693.SEP. MATERIAL DIDÃCTICOS. ORD 16,2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7430,2306-33-COT24,,Pendiente,69.210.100-6,"MATERIAL DIDACTICO PARA ESCUELA RURAL CANCHA LARGA, FONDOS SEP",2024-01-30T00:00:00.000Z,10 DIAS HABILES,Anny
7432,4306-56-COT24,,Pendiente,69.180.600-6,4306-56-COT24,2024-01-30T00:00:00.000Z,5 DIAS,Cinthia 
7433,3021-29-COT24,,Pendiente,69.151.301-7,3021-29-COT24,2024-01-30T00:00:00.000Z,6 DIAS,Cinthia 
7434,1394-56-COT24,,Pendiente,69.254.800-0,"ADQUISICION DE ESPEJO PARA SALA CUNA MAYOR, SALA CUNA LOS RECOLETITOS. SM 25281",2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7435,2724-3-L124,,Pendiente,69.140.500-1,2724-3-L124,2024-01-30T00:00:00.000Z,10 DIAS,Cinthia 
7436,1057554-362-COT24,,Pendiente,61.602.054-4,"(ETL)COLCHONETA PARA CAMILLA DE TRANSPORTE;PNH 12410; UGC EMERGENCIA ADULTOS PNH 12410",2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7438,2595-54-COT24,,Pendiente,69.130.700-K,MATERIAL DIDACTICO - PROGRAMA HEPI,2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7439,3703-8-L124,,Pendiente,69.030.700-6,3703-8-L124,2024-01-30T00:00:00.000Z,7 dias,Cinthia 
7440,5756-55-COT24,,Pendiente,60.910.000-1,COMPRA DE JUEGOS SENSORIALES Y DE MESA-SOL.NÂ°6025 DAE,2024-01-30T00:00:00.000Z,7 DIAS HABILES,Anny
7441,4034-89-COT24,,Pendiente,69.160.501-9,"MATERIAL DIDÃCTICO PARA ESCUELA F-860, SEGÃšN ADJUNTO",2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7442,3000-169-COT24,,Pendiente,69.040.800-7,Juegos - DIDECO - PPF MONTE PATRIA,2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7443,2833-153-COT24,,Pendiente,61.930.600-7,2833-153-COT24,2024-01-31T00:00:00.000Z,5 DIAS,Cinthia 
7444,3244-61-COT24,,Pendiente,69.073.500-8,IMPLEMENTOS Y ACCESORIOS PARA COLEGIO PHP DE SANTO DOMINGO,2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7445,2211-97-COT24,,Pendiente,69.061.100-7,2211-97-COT24,2024-01-31T00:00:00.000Z,1 DIA,Cinthia 
7446,3088-20-COT24,,Pendiente,69.050.800-1,Compra de colchonetas y catres de siesta para el Jardin Tipitin,2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7448,3000-175-COT24,,Pendiente,69.040.800-7,3000-175-COT24 ,2024-01-31T00:00:00.000Z,2 dias,Cinthia 
7449,1346350-6-COT24,,Pendiente,69.141.400-0,1346350-6-COT24,2024-01-31T00:00:00.000Z,4 DIAS,Cinthia 
7450,3876-19-COT24,,Pendiente,69.100.400-7,MATERIALES DIDACTICOS PARA OLN,2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7451,3695-51-COT24,,Pendiente,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA SUSANA MONTES VELASCO, PROGRAMA PIE.",2024-01-31T00:00:00.000Z,12 DIAS HABILES,Anny
7452,3695-49-COT24,,No Adjudicada,69.100.300-0,"MATERIAL DIDÃCTICO, ESCUELA LOS ALISOS, FONDOS INTEGRACIÃ“N.",2024-01-31T00:00:00.000Z,12 DIAS HABILES,Anny
7453,1211930-4-COT24,,Pendiente,69.180.100-4,GUR AdquisiciÃ³n de material didactico para jardin Diego DublÃ© Urrutia,2024-01-31T00:00:00.000Z,10 DIAS HABILES,Anny
7454,2833-154-COT24,,No Adjudicada,61.930.600-7,MATERIAL DIDACTICO PARA JARDIN INFANTIL CAPERUCITA,2024-02-01T00:00:00.000Z,10 DIAS HABILES,Anny
7455,2361-34-COT24,,Pendiente,69.150.800-5,EQUIPAMIENTO PARA LA SALA CUNA DIEGO PORTALES DE LA COMUNA DE TALCAHUANO,2024-02-01T00:00:00.000Z,LOS PRIMEROS DIAS DE MARZO,Anny
7456,2778-40-COT24,,Pendiente,69.081.200-2,MATERIAL DIDACTICO ESCUELA TERESA NARETTO Y LICEO LUIS URBINA,2024-02-01T00:00:00.000Z,ENTRE EL 26 DE FEBRERO Y EL 08 DE MARZO DEL 2024,Anny
7458,3608-28-COT24,,Pendiente,69.190.600-0,3608-28-COT24,2024-02-01T00:00:00.000Z,3 DIAS,Cinthia 
7459,4057-44-COT24,,Pendiente,69.181.100-K,ADQ. MATERIAL DIDACTICO (MEDIO MAYOR) JARDIN VALLE NEVADO JUNJI,2024-02-01T00:00:00.000Z,10 DIAS HABILES,Anny
